UID,Student Name,Email,Parent Phone,Class Name,Section,Campus
KYC7VM93,BOMMIDI  BADRINARAYAN,bommidi.badrinarayan@gmail.com,9874182577,Grade 8th,Verizon,Yamuna Campus
KYC8A33X,SUSHANTH  L,sushanth.l@gmail.com,9874182578,Grade 8th,Verizon,Yamuna Campus
KYC97YO2,AKHILESH BATTIKINDI KUTHURU,akhilesh.battikindi.kuthuru@gmail.com,9874182579,Grade 8th,Verizon,Yamuna Campus
KYC9U8S7,SAFAL  B,safal.b@gmail.com,9874182580,Grade 8th,Verizon,Yamuna Campus
KYCB1B14,MD  RAHATH,md.rahath@gmail.com,9874182581,Grade 8th,Verizon,Yamuna Campus
KYCFE815,HRITHIK  ANCHAN,hrithik.anchan@gmail.com,9874182582,Grade 8th,Verizon,Yamuna Campus
KYCH697M,SHASHI RAJ GAJIBIMKAR,shashi.raj.gajibimkar@gmail.com,9874182583,Grade 8th,Verizon,Yamuna Campus
KYCHU715,ROHITH  V,rohith.v@gmail.com,9874182584,Grade 8th,Verizon,Yamuna Campus
KYCK242V,VAGHMARE  KARTHIK,vaghmare.karthik@gmail.com,9874182585,Grade 8th,Verizon,Yamuna Campus
KYCK825B,Gnanesh  Thota,gnanesh.thota@gmail.com,9874182586,Grade 8th,Verizon,Yamuna Campus
KYCM68E2,SIDHARTHA  K,sidhartha.k@gmail.com,9874182587,Grade 8th,Verizon,Yamuna Campus
KYCPO213,MUJJE LAYA VARDHAN,mujje.laya.vardhan@gmail.com,9874182588,Grade 8th,Verizon,Yamuna Campus
KYCS48M4,VARUN  G,varun.g@gmail.com,9874182589,Grade 8th,Verizon,Yamuna Campus
KYCV12L3,MANISH  E,manish.e@gmail.com,9874182590,Grade 8th,Verizon,Yamuna Campus
KYCV800C,VARSHITH  CHILUKA,varshith.chiluka@gmail.com,9874182591,Grade 8th,Verizon,Yamuna Campus
KYCZ594C,JAY GOUD GUJJILA,jay.goud.gujjila@gmail.com,9874182592,Grade 8th,Verizon,Yamuna Campus
KYC0A9O7,HARSHAVARDHAN  GAJJI,harshavardhan.gajji@gmail.com,9874182593,Grade 8th,Intel,Yamuna Campus
KYC10B6H,PULI  SRINITH,puli.srinith@gmail.com,9874182594,Grade 8th,Intel,Yamuna Campus
KYC119NJ,DINESH  G,dinesh.g@gmail.com,9874182595,Grade 8th,Intel,Yamuna Campus
KYC172VM,DUKAM MADHU ,dukam.madhu@gmail.com,9874182596,Grade 8th,Intel,Yamuna Campus
KYC1V6Q2,P  SREEVAN,p.sreevan@gmail.com,9874182597,Grade 8th,Intel,Yamuna Campus
KYC36F8K,VISHNU VARDHAN RENDLA,vishnu.vardhan.rendla@gmail.com,9874182598,Grade 8th,Intel,Yamuna Campus
KYC67D6G,VEERA VENKATA SAI V,veera.venkata.sai.v@gmail.com,9874182599,Grade 8th,Intel,Yamuna Campus
KYC67M3X,PRASAD  D,prasad.d@gmail.com,9874182600,Grade 8th,Intel,Yamuna Campus
KYC7OI96,LOKESH  B,lokesh.b@gmail.com,9874182601,Grade 8th,Intel,Yamuna Campus
KYC82W0C,P PREM KUMAR,p.prem.kumar@gmail.com,9874182602,Grade 8th,Intel,Yamuna Campus
KYC83H0S,B  KARTHIK,b.karthik@gmail.com,9874182603,Grade 8th,Intel,Yamuna Campus
KYCCR132,RISHI  BUDDI,rishi.buddi@gmail.com,9874182604,Grade 8th,Intel,Yamuna Campus
KYCF7A21,GOUTHAM  INDURI,goutham.induri@gmail.com,9874182605,Grade 8th,Intel,Yamuna Campus
KYCFO728,A  RAGHUVEER,a.raghuveer@gmail.com,9874182606,Grade 8th,Intel,Yamuna Campus
KYCGH594,PRANEETH  A,praneeth.a@gmail.com,9874182607,Grade 8th,Intel,Yamuna Campus
KYCR34Q3,KOTA PREMCHARAN REDDY,kota.premcharan.reddy@gmail.com,9874182608,Grade 8th,Intel,Yamuna Campus
KYCR399A,DHARAVATH  VISHWANATH,dharavath.vishwanath@gmail.com,9874182609,Grade 8th,Intel,Yamuna Campus
KYCR84X8,E  KARTHIK,e.karthik@gmail.com,9874182610,Grade 8th,Intel,Yamuna Campus
KYCRP973,SURA PRAVAN KUMAR,sura.pravan.kumar@gmail.com,9874182611,Grade 8th,Intel,Yamuna Campus
KYCS27M3,SRIVARDHAN  M,srivardhan.m@gmail.com,9874182612,Grade 8th,Intel,Yamuna Campus
KYCS459Q,VISHNU  G,vishnu.g@gmail.com,9874182613,Grade 8th,Intel,Yamuna Campus
KYCS4C30,P SAI HARSHA,p.sai.harsha@gmail.com,9874182614,Grade 8th,Intel,Yamuna Campus
KYCUX381,D  KRUTHIK,d.kruthik@gmail.com,9874182615,Grade 8th,Intel,Yamuna Campus
KYCV9W32,AVULA REVANTH ,avula.revanth@gmail.com,9874182616,Grade 8th,Intel,Yamuna Campus
