UID,Student Name,Email,Parent Phone,Class Name,Section,Campus
KYC5K6Z0,VISHAL PATEL,vishal.patel16@gmail.com,9854126794,Grade 7th,Tata,Yamuna Campus
KYC642IT,PIPPARI KARTHIKEYA,pippari.karthikeya17@gmail.com,9896742379,Grade 7th,Tata,Yamuna Campus
KYC680BM,MANDA ATHIRAD,manda.athirad18@gmail.com,9847263580,Grade 7th,Tata,Yamuna Campus
KYC6Q3D0,MANOJ KUMAR,manoj.kumar19@gmail.com,9865147393,Grade 7th,Tata,Yamuna Campus
KYC77V5Z,GOUTHAM B,goutham.b20@gmail.com,9876532196,Grade 7th,Tata,Yamuna Campus
KYC7SP49,REDDY SHETTY BADRI NANDA,reddy.shetty.nanda21@gmail.com,9824316594,Grade 7th,Tata,Yamuna Campus
KYC834GI,RAJ NARSIMHA,raj.narsimha22@gmail.com,9847562198,Grade 7th,Tata,Yamuna Campus
KYC8PB27,AKSHAY J,akshay.j23@gmail.com,9865742199,Grade 7th,Tata,Yamuna Campus
KYC92BM9,RUTHWIK S,ruthwik.s24@gmail.com,9816452392,Grade 7th,Tata,Yamuna Campus
KYC9C7J3,KARTHAVEERYA ARJUN,karthaveerya.arjun25@gmail.com,9895176494,Grade 7th,Tata,Yamuna Campus
KYCB79E1,ABHINAV YADAV NAGULA,abhinav.yadav.nagula26@gmail.com,9842136793,Grade 7th,Tata,Yamuna Campus
KYCBH124,NISHITH K,nishith.k27@gmail.com,9875642198,Grade 7th,Tata,Yamuna Campus
KYCD443P,KRUTHIK RAO D,kruthik.rao.d28@gmail.com,9824365795,Grade 7th,Tata,Yamuna Campus
KYCDG565,RISHITH R,rishith.r29@gmail.com,9865743200,Grade 7th,Tata,Yamuna Campus
KYCFC346,AKULA ADITYA,akula.aditya30@gmail.com,9847263581,Grade 7th,Tata,Yamuna Campus
KYCJ266Q,RASA RISHIK,rasa.rishik31@gmail.com,9864215796,Grade 7th,Tata,Yamuna Campus
KYCM5F48,ABDUL AHMED MD,abdul.ahmed.md32@gmail.com,9874162453,Grade 7th,Tata,Yamuna Campus
KYCN0F18,SRIKESH KURMA,srikesh.kurma33@gmail.com,9825316430,Grade 7th,Tata,Yamuna Campus
KYCN20B0,SATHVICK KANDHAGIRI,sathvick.kandhagiri34@gmail.com,9846135251,Grade 7th,Tata,Yamuna Campus
KYCQ863J,NAROJU NANDAN,naroju.nandan35@gmail.com,9865423199,Grade 7th,Tata,Yamuna Campus
KYCVB643,ABIRAM JHADE R,abiram.jhade.r36@gmail.com,9896415794,Grade 7th,Tata,Yamuna Campus
KYCW5O18,SANKEERTH K.A.,sankeerth.ka37@gmail.com,9817546397,Grade 7th,Tata,Yamuna Campus
KYCY24Z7,SURAJ CHINTA,suraj.chinta38@gmail.com,9824136600,Grade 7th,Tata,Yamuna Campus
KYC16ZN6,RUSHIKESH MAIDADI,rushikesh.maidadi01@gmail.com,9874162454,Grade 7th,Google,Yamuna Campus
KYC1FZ90,ANURAG CHOUHAN KARRA,anurag.chouhan.karra02@gmail.com,9825316431,Grade 7th,Google,Yamuna Campus
KYC1JT68,RISHI VARDHAN P,rishi.vardhan.p03@gmail.com,9846135252,Grade 7th,Google,Yamuna Campus
KYC2Q21K,VRUSHANK TEJ M,vrushank.tej.m04@gmail.com,9865423200,Grade 7th,Google,Yamuna Campus
KYC32S5B,SAI CHARAN S,sai.charan.s05@gmail.com,9896415795,Grade 7th,Google,Yamuna Campus
KYC36BG7,MOKSHAGNAN RODDA,mokshagnan.rodda06@gmail.com,9817546398,Grade 7th,Google,Yamuna Campus
KYC48L8H,HARI PREETH G,hari.preeth.g07@gmail.com,9824136601,Grade 7th,Google,Yamuna Campus
KYC48N4K,VIDHESH M,vidhesh.m08@gmail.com,9875423166,Grade 7th,Google,Yamuna Campus
KYC4C3V7,MORTHAD RUTHVIK,morthad.ruthvik09@gmail.com,9856413797,Grade 7th,Google,Yamuna Campus
KYC4W50P,ABHISHEK JOSHUA THUMALA,abhishek.joshua.thumala10@gmail.com,9894721588,Grade 7th,Google,Yamuna Campus
KYC5B80O,YASHWANTH SAKANIGARI,yashwanth.sakanigari11@gmail.com,9816245795,Grade 7th,Google,Yamuna Campus
KYC68FT9,ANUDEESH S,anudeesh.s12@gmail.com,9847532151,Grade 7th,Google,Yamuna Campus
KYC6V7C8,YASHMITH KUMAR NANDI,yashmith.kumar.nandi13@gmail.com,9864215797,Grade 7th,Google,Yamuna Campus
KYC71VU6,GRAMAN KUMAR D.S,graman.kumar.ds14@gmail.com,9874523198,Grade 7th,Google,Yamuna Campus
KYC7LI58,ASHISH REDDY A,ashish.reddy.a15@gmail.com,9825461394,Grade 7th,Google,Yamuna Campus
KYC83MZ9,YASHWANTH KOLIPAKA,yashwanth.kolipaka16@gmail.com,9854126795,Grade 7th,Google,Yamuna Campus
KYC8S2N9,NAKKA AKHIL,nakka.akhil17@gmail.com,9896742380,Grade 7th,Google,Yamuna Campus
KYC8Z91H,KASHYAP REDDY MOSIRE,kashyap.reddy.mosire18@gmail.com,9847263582,Grade 7th,Google,Yamuna Campus
KYC9M44V,SAIDEEP EERLA,saideep.eerla19@gmail.com,9865147394,Grade 7th,Google,Yamuna Campus
KYCB04M1,YASHWANTH B,yashwanth.b20@gmail.com,9876532197,Grade 7th,Google,Yamuna Campus
KYCI2S94,ADHARAPU SRIVARDHAN,adharapu.srivardhan21@gmail.com,9824316595,Grade 7th,Google,Yamuna Campus
KYCJH941,SUDHA VARSHITH SAKKI,sudha.varshith.sakki22@gmail.com,9847562199,Grade 7th,Google,Yamuna Campus
KYCM42K5,KASPA NANDAKISHOR,kaspa.nandakishor23@gmail.com,9865742200,Grade 7th,Google,Yamuna Campus
KYCNZ264,SAHARSH GUPTHA YASALA,saharsh.guptha.yasala24@gmail.com,9816452393,Grade 7th,Google,Yamuna Campus
KYCOF429,D. ARJUN TEJ,d.arjun.tej25@gmail.com,9895176495,Grade 7th,Google,Yamuna Campus
KYCP461U,SRIKAR M,srikar.m26@gmail.com,9842136794,Grade 7th,Google,Yamuna Campus
KYCQ4H42,SHARAN SIMHA GUGGILLA,sharan.simha.guggilla27@gmail.com,9875642199,Grade 7th,Google,Yamuna Campus
KYCQJ184,RISHWANTH LACCHAMOLLA,rishwanth.lacchamolla28@gmail.com,9824365796,Grade 7th,Google,Yamuna Campus
KYCR02C7,SRIKIRAN S,srikiran.s29@gmail.com,9865743201,Grade 7th,Google,Yamuna Campus
KYCR45A2,RITHVIK RAM KODURU,rithvik.ram.koduru30@gmail.com,9847263583,Grade 7th,Google,Yamuna Campus
KYCS1M91,AKSHAY E,akshay.e31@gmail.com,9864215798,Grade 7th,Google,Yamuna Campus
KYCT087R,B JATHIN,b.jathin32@gmail.com,9874162455,Grade 7th,Google,Yamuna Campus
KYCUW342,JITHENDRA SWAROOP,jithendra.swaroop33@gmail.com,9825316432,Grade 7th,Google,Yamuna Campus
KYCV82P4,ASHWITH RAJ T,ashwith.raj.t34@gmail.com,9846135253,Grade 7th,Google,Yamuna Campus
KYCY3X21,P CHANDRA SHEKAR,p.chandra.shekar35@gmail.com,9865423201,Grade 7th,Google,Yamuna Campus
KYCZ63O5,ADVITH REDDY V,advith.reddy.v36@gmail.com,9896415796,Grade 7th,Google,Yamuna Campus
KYCZF077,A HARIHARA,a.harihara37@gmail.com,9817546399,Grade 7th,Google,Yamuna Campus
